Name,Latitude,Longitude,DistanceFromTrail(feet),Distance,Bearing,Source CSV,Row Number,ResupplyCityLat,ResupplyCityLong,MilestoTown,RouteID,City Lat,City Long,,
Island Pond Road,41.26110966,-74.14049942,service,2007688,,crossing.csv,,,,,,,,,
Jackson Brook Lane,45.28354124,-69.56194626,residential,2007932,,crossing.csv,,,,,,,,,
Jacobs Ladder Road,42.29148371,-73.15745916,primary,2991960,US 20,crossing.csv,,,,,,,,,
Jeb Stuart Highway,36.62840933,-81.77661329,trunk,2007649,US 58;VA 91,crossing.csv,,,,,,,,,
Jeb Stuart Highway,36.64000652,-81.64867686,trunk,2007649,US 58,crossing.csv,,,,,,,,,
Jennings Creek Road,37.5296677,-79.6219619,unclassified,2007649,SR 614,crossing.csv,,,,,,,,,
Jerusalem Road,42.25006516,-73.22736652,residential,2991960,,crossing.csv,,,,,,,,,
Jerusalem Road,42.2381734,-73.209271,residential,2991960,,crossing.csv,,,,,,,,,
Jo Mary Road,45.65114772,-69.03135797,unclassified,2007932,,crossing.csv,,,,,,,,,
Joe Ranger Road,43.7054409,-72.4627112,unclassified,392991,,crossing.csv,,,,,,,,,
John Marshall Highway,38.9093179,-78.053388,secondary,2007649,VA 55,crossing.csv,,,,,,,,,
John Singleton Mosby Highway,39.01675835,-77.96455695,trunk,2007649,US 17;US 50,crossing.csv,,,,,,,,,
Jones Branch Road,36.10530865,-82.44649475,residential,2007647,,crossing.csv,,,,,,,,,
Jones Cabin Road,35.1812842,-83.562527,track,2007645,,crossing.csv,,,,,,,,,
Jones Cabin Road,35.17770327,-83.56529801,track,2007645,,crossing.csv,,,,,,,,,
Jones Street,40.39331328,-77.02993181,residential,394916,,crossing.csv,,,,,,,,,
Jug End Road,42.1446097,-73.4316181,tertiary,2991960,,crossing.csv,,,,,,,,,
Katahdin Iron Works Road,45.4739886,-69.2943811,unclassified,2007932,,crossing.csv,,,,,,,,,
Keep Tryst Road,39.3297435,-77.68227763,tertiary,2007644,,crossing.csv,,,,,,,,,
Kegley Lane,36.87506907,-81.35951837,residential,2007649,SR 729,crossing.csv,,,,,,,,,
Kellogg Road,42.144247,-73.352927,residential,2991960,,crossing.csv,,,,,,,,,
Kellogg Road,42.1442741,-73.3607158,residential,2991960,,crossing.csv,,,,,,,,,
Kent Pond Access Road,43.67416316,-72.80890319,service,392991,,crossing.csv,,,,,,,,,
Lake Buel Road,42.17432474,-73.29369631,residential,2991960,,crossing.csv,,,,,,,,,
Lake Road,40.96394799,-75.12923876,track,394916,,crossing.csv,,,,,,,,,
Lake Road,40.97985113,-75.14182042,service,394916,AT,crossing.csv,,,,,,,,,
Lake Tarleton Road,43.9534485,-71.9440647,secondary,2007646,NH 25C,crossing.csv,,,,,,,,,
Lake Wallkill Road,41.2728545,-74.5213563,unclassified,2007688,,crossing.csv,,,,,,,,,
Lakeview Drive West,35.45922531,-83.81012591,unclassified,2007645,,crossing.csv,,,,,,,,,
Lancaster Avenue,40.5125353,-76.344178,primary,394916,PA 501,crossing.csv,,,,,,,,,
Lance Avenue,35.89172728,-82.82966739,secondary,2007647,NC 209,crossing.csv,,,,,,,,,
Leather Hill Road,41.63512288,-73.53693301,residential,2007688,,crossing.csv,,,,,,,,,
Lee Highway,36.88561863,-81.37314362,primary,2007649,US 11,crossing.csv,,,,,,,,,
Lee Highway,37.404276,-79.8896036,primary,2007649,US 11,crossing.csv,,,,,,,,,
Lehigh Drive,40.78253823,-75.60455907,trunk,394916,PA 248,crossing.csv,,,,,,,,,
Leidigh Drive,40.1415832,-77.116264,unclassified,394916,,crossing.csv,,,,,,,,,
Lewis Spring Falls Trail,38.5195154,-78.4433498,track,2007649,,crossing.csv,,,,,,,,,
Lexington Turnpike,37.72369767,-79.251042,primary,2007649,US 60,crossing.csv,,,,,,,,,
Lime Rock Road,41.93502112,-73.36121118,primary,3352289,US 7,crossing.csv,,,,,,,,,
Lincoln Way East,39.90589871,-77.48958481,trunk,394916,US 30,crossing.csv,,,,,,,,,
Lions Den,37.2129791,-80.85422165,track,2007649,,crossing.csv,,,,,,,,,
Lions Den,37.22472012,-80.82701429,track,2007649,,crossing.csv,,,,,,,,,
Lions Head Development,41.99019855,-73.41659973,residential,3352289,,crossing.csv,,,,,,,,,
Lisburn Road,40.18332679,-77.1115318,tertiary,394916,,crossing.csv,,,,,,,,,
Little Bigelow Mountain,45.1389344,-70.2267042,,2007932,,gap.csv,,,,,,,,,
Little Boston Road,40.38323479,-77.03067662,service,394916,,crossing.csv,,,,,,,,,
Locust Gap Road,39.92377157,-77.4834083,track,394916,,crossing.csv,,,,,,,,,
Log Cabin Road,35.9989698,-82.77523566,track,2007647,,crossing.csv,,,,,,,,,
Long Creek Road,34.66533929,-84.16199667,track,2007643,FS 251,crossing.csv,,,,,,,,,
Long Falls Dam Road,45.15590783,-70.15430148,unclassified,2007932,,crossing.csv,,,,,,,,,
Long Hill Road,41.50024944,-73.81348327,residential,2007688,,crossing.csv,,,,,,,,,
Long Pond Road,43.9975208,-71.8872791,service,2007646,,crossing.csv,,,,,,,,,
Longhouse Drive,41.19507876,-74.37189047,residential,2007688,,crossing.csv,,,,,,,,,
Lookout Road,36.325452,-82.11706,residential,2007647,,crossing.csv,,,,,,,,,
Lost River Road,44.04075562,-71.79190051,secondary,2007646,NH 112,crossing.csv,,,,,,,,,
Lost Spectacles Gap,37.3658,-80.16649,,2007649,,gap.csv,,,,,,,,,
Lott Road,41.2966034,-74.5626526,residential,2007688,,crossing.csv,,,,,,,,,
Lottery Road,43.527793,-72.899795,residential,392991,TH 21,crossing.csv,,,,,,,,,
Lovemma Lane,41.2546712,-74.5006115,residential,2007688,,crossing.csv,,,,,,,,,
MA 8A,42.47436797,-73.15935859,primary_link,2991960,MA 8A,crossing.csv,,,,,,,,,
Macedonia Road,41.73103363,-73.4906132,secondary,3352289,CT 341,crossing.csv,,,,,,,,,
Mad Tom Notch Road,43.2577239,-72.9383826,residential,392991,,crossing.csv,,,,,,,,,
Mahar Tote Road,45.7295588,-69.027891,track,2007932,,crossing.csv,,,,,,,,,
Main Road,42.23479372,-73.19424319,secondary,2991960,,crossing.csv,,,,,,,,,
Main Street,43.71091685,-72.307798,primary,392991,US 5,crossing.csv,,,,,,,,,
Main Street,40.38626447,-77.03156406,secondary,394916,,crossing.csv,,,,,,,,,
Main Street,44.88700907,-70.54048135,primary,2007932,ME 4,crossing.csv,,,,,,,,,
Main Street,42.4741377,-73.15711987,primary,2991960,MA 8,crossing.csv,,,,,,,,,
Maple Street,40.39085651,-77.03135538,residential,394916,,crossing.csv,,,,,,,,,
Margretta Street,40.39750519,-77.02540468,residential,394916,,crossing.csv,,,,,,,,,
Martha Street,40.39794391,-77.02481287,residential,394916,,crossing.csv,,,,,,,,,
Mary Street,40.39882922,-77.02361862,residential,394916,,crossing.csv,,,,,,,,,
Mass Row,43.70249347,-72.29028227,service,2007646,,crossing.csv,,,,,,,,,
Massachusetts Avenue,42.7011426,-73.1538183,tertiary,2991960,,crossing.csv,,,,,,,,,
Max Patch Road,35.79224947,-82.96179604,unclassified,2007647,,crossing.csv,,,,,,,,,
McAfee - Glenwood Road,41.23575394,-74.48047827,tertiary,2007688,CR 517,crossing.csv,,,,,,,,,
McAfee's Knob Trail,37.38826432,-80.05176165,track,2007649,,crossing.csv,,,,,,,,,
McKenna Road,43.70497358,-72.30502222,residential,392991,,crossing.csv,,,,,,,,,
McQueen Gap Road,36.5744768,-81.9152228,track,2007647,FS 69,crossing.csv,,,,,,,,,
MD 180A,39.32988822,-77.68172866,service,2007644,MD 180A,crossing.csv,,,,,,,,,
Meadow Brook Lane,42.56197554,-73.15672303,service,2991960,,crossing.csv,,,,,,,,,
Means Hollow Road,39.97605548,-77.45903145,unclassified,394916,,crossing.csv,,,,,,,,,
Medley Valley Road,37.0545478,-81.3786641,residential,2007649,SR 727,crossing.csv,,,,,,,,,
Mentzer Gap Road,39.7437747,-77.4890838,residential,394916,,crossing.csv,,,,,,,,,
Michaux Road,40.04069677,-77.34169193,service,394916,,crossing.csv,,,,,,,,,
Michener Cabin Road,40.0120167,-77.3837945,track,394916,,crossing.csv,,,,,,,,,
Michener Cabin Road,40.0091695,-77.3932562,track,394916,,crossing.csv,,,,,,,,,
Middle Ridge Road,39.9742724,-77.46883336,unclassified,394916,,crossing.csv,,,,,,,,,
Middle Road,45.17832753,-70.07320974,service,2007932,,crossing.csv,,,,,,,,,
Milesburn Road,39.9772206,-77.4522667,unclassified,394916,,crossing.csv,,,,,,,,,
Mill Ridge Road,35.90995913,-82.79098375,unclassified,2007647,FS 113,crossing.csv,,,,,,,,,
Mill Ridge Road,35.90444021,-82.79024928,unclassified,2007647,FS 113,crossing.csv,,,,,,,,,
Mill Ridge Trail,35.9036864,-82.7900782,track,2007647,TR 280,crossing.csv,,,,,,,,,
Millbrook Road,41.0594224,-74.9637122,tertiary,2007688,NPS 602,crossing.csv,,,,,,,,,
Miller Hill Road,41.51272564,-73.78838668,unclassified,2007688,,crossing.csv,,,,,,,,,
Millers Gap Road,40.3190417,-77.08101902,residential,394916,,crossing.csv,,,,,,,,,
Mills Gap Overlook,37.47959455,-79.68261157,service,2007649,,crossing.csv,,,,,,,,,
Monterey Road,42.18398843,-73.29066168,primary,2991960,MA 23;MA 183,crossing.csv,,,,,,,,,
Monument Road,39.49817886,-77.61752666,residential,2007644,,crossing.csv,,,,,,,,,
Moonshine Road,40.4819556,-76.5506616,secondary,394916,PA 443,crossing.csv,,,,,,,,,
Moore Road,38.863993,-78.1626,residential,2007649,SR 602,crossing.csv,,,,,,,,,
Morgan Street,40.38735151,-77.03162263,residential,394916,,crossing.csv,,,,,,,,,
Morgans Mill Road,39.0720759,-77.91206389,unclassified,2007649,SR 605,crossing.csv,,,,,,,,,
Mount Easter Road,41.8923699,-73.4018776,track,3352289,,crossing.csv,,,,,,,,,
Mount Everett Road,42.1059939,-73.4341507,unclassified,2991960,,crossing.csv,,,,,,,,,
Mount Horeb Road,37.723519,-79.250243,service,2007649,,crossing.csv,,,,,,,,,
Mount Moosilauke Highway,43.9912011,-71.9009215,primary,2007646,NH 25,crossing.csv,,,,,,,,,
Mount Moosilauke Highway,43.9898155,-71.8991767,primary,2007646,NH 25,crossing.csv,,,,,,,,,
Mount Sterling Road,35.77055872,-83.11113202,tertiary,2007647,,crossing.csv,,,,,,,,,
Mount Washington Auto Road,44.2815117,-71.2532418,unclassified,2007646,,crossing.csv,,,,,,,,,
Mountain Lake & Salt Sulphur Springs Turnpike,37.41214753,-80.52291382,tertiary,2007649,SR 613,crossing.csv,,,,,,,,,
Mountain Pass Road,37.39928269,-79.88522524,tertiary,2007649,SR 652,crossing.csv,,,,,,,,,
Mountain Road,40.09171551,-77.14783936,residential,394916,,crossing.csv,,,,,,,,,
Mountain Road,40.98251432,-75.14091578,residential,394916,,crossing.csv,,,,,,,,,
Mountain Road,45.41755845,-69.42087745,track,2007932,,crossing.csv,,,,,,,,,
Mountain Top Road,41.5442546,-73.7137407,residential,2007688,,crossing.csv,,,,,,,,,
Mountain Top Road,41.5428917,-73.7157776,residential,2007688,,crossing.csv,,,,,,,,,
Mountain Trail,41.17705723,-74.79113098,residential,2007688,,crossing.csv,,,,,,,,,
Mr Bert Road,34.9171177,-83.5957517,track,2007643,,crossing.csv,,,,,,,,,
Mud Creek Lane,36.6318517,-81.6018065,residential,2007649,,crossing.csv,,,,,,,,,
Murphy Road,35.12049431,-83.54719783,trunk,2007645,US 64,crossing.csv,,,,,,,,,
Nahmakanta Stream Road,45.73602596,-69.10346271,track,2007932,,crossing.csv,,,,,,,,,
Narrows Road,37.33435667,-80.75623029,secondary,2007649,VA 100,crossing.csv,,,,,,,,,
NC 197,36.11068906,-82.36090904,secondary,2007647,NC 197,crossing.csv,,,,,,,,,
NC 212,36.01018556,-82.60887099,secondary,2007647,NC 212,crossing.csv,,,,,,,,,
New Bloomfield Road,40.3881622,-77.0319985,secondary,394916,PA 274,crossing.csv,,,,,,,,,
Newfound Gap Road North,35.61120739,-83.42530647,trunk,2007647,US 441,crossing.csv,,,,,,,,,
Newport Road,40.40287711,-77.016043,secondary,394916,PA 849,crossing.csv,,,,,,,,,
Newport Road,40.4024214,-77.0112801,secondary,394916,PA 849,crossing.csv,,,,,,,,,
Newport Road,37.37139273,-80.14981038,tertiary,2007649,SR 624,crossing.csv,,,,,,,,,
Nicks Creek Road,36.81494857,-81.40924963,tertiary,2007649,SR 622,crossing.csv,,,,,,,,,
Nimblewill Gap Road,34.60862302,-84.21433074,track,2007643,FS 28-2,crossing.csv,,,,,,,,,
NJ 23,41.30532313,-74.6701361,primary,2007688,NJ 23,crossing.csv,,,,,,,,,
NJ 284,41.2884089,-74.55214819,secondary,2007688,NJ 284,crossing.csv,,,,,,,,,
Noontoola Road,34.66349287,-84.18409019,track,2007643,FS 58,crossing.csv,,,,,,,,,
North Alley Street,36.63398402,-81.78425134,residential,2007649,,crossing.csv,,,,,,,,,
North Fork Moormans River Road,38.20677029,-78.74936618,track,2007649,,crossing.csv,,,,,,,,,
North High Street,40.392344,-77.030592,residential,394916,,crossing.csv,,,,,,,,,
North High Street,40.402841,-77.018463,residential,394916,,crossing.csv,,,,,,,,,
North High Street,40.39710687,-77.02594199,residential,394916,,crossing.csv,,,,,,,,,
North High Street,40.40117,-77.020461,residential,394916,,crossing.csv,,,,,,,,,
North Kent Road,41.76727251,-73.4408729,track,3352289,,crossing.csv,,,,,,,,,
North Lafayette,44.1666533,-71.6452995,,2007646,,gap.csv,,,,,,,,,
North Legion Street,36.63457655,-81.78729309,residential,2007649,SR T1221,crossing.csv,,,,,,,,,
North Main Street,42.1534874,-73.3644453,trunk,2991960,US 7,crossing.csv,,,,,,,,,
North Market Street,40.4023973,-77.0175665,secondary,394916,,crossing.csv,,,,,,,,,
North Railroad Avenue,36.63396308,-81.78485159,residential,2007649,SR T1208,crossing.csv,,,,,,,,,
North Reynolds Street,36.63526243,-81.78991444,residential,2007649,SR T1223,crossing.csv,,,,,,,,,
North Road,44.40008644,-71.11202692,unclassified,2007646,,crossing.csv,,,,,,,,,
North Road,44.4065639,-71.1167352,unclassified,2007646,,crossing.csv,,,,,,,,,
North Road,44.4038396,-71.114789,unclassified,2007646,,crossing.csv,,,,,,,,,
North Scenic Highway,37.137086,-81.132989,secondary,2007649,US 52,crossing.csv,,,,,,,,,
North Scenic trail = yes,37.137799,-81.13061,secondary,2007649,US 52,crossing.csv,,,,,,,,,
North Shady Avenue,36.63492387,-81.78862052,residential,2007649,SR T716,crossing.csv,,,,,,,,,
North Street,42.56771945,-73.15927448,trunk,2991960,MA 8,crossing.csv,,,,,,,,,
North Street,42.47437865,-73.15942073,primary,2991960,MA 9,crossing.csv,,,,,,,,,
Northside Road,37.3516272,-80.3796881,unclassified,2007649,SR 630,crossing.csv,,,,,,,,,
Notch Road,42.67088223,-73.16778143,unclassified,2991960,,crossing.csv,,,,,,,,,
Oil City Road,41.2891988,-74.5463131,residential,2007688,,crossing.csv,,,,,,,,,
Oil City Road,41.2854467,-74.5312969,tertiary,2007688,,crossing.csv,,,,,,,,,
Old Albany Post Road,41.37904294,-73.89583527,unclassified,2007688,,crossing.csv,,,,,,,,,
Old Fontana Forest Road,35.43978183,-83.79367486,track,2007645,FSR 2624,crossing.csv,,,,,,,,,
Old Forge Road,40.02859338,-77.26670678,track,394916,,crossing.csv,,,,,,,,,
Old Forge Road,39.8018559,-77.4766725,tertiary,394916,,crossing.csv,,,,,,,,,
Old Highland Turnpike,41.3499853,-73.9234186,residential,2007688,,crossing.csv,,,,,,,,,
Old Hill Road,39.97605568,-77.45902298,track,394916,,crossing.csv,,,,,,,,,
Old National Pike,39.48441082,-77.61958168,primary,2007644,US 40 ALT,crossing.csv,,,,,,,,,
Old Orchard Road,40.03415936,-77.31217562,service,394916,,crossing.csv,,,,,,,,,
Old Railroad Bed Road,40.0303376,-77.2967487,track,394916,,crossing.csv,,,,,,,,,
Old Railroad Bed Road,40.0289868,-77.2924717,track,394916,,crossing.csv,,,,,,,,,
Old Rich Valley Road,36.95866641,-81.39496993,unclassified,2007649,SR 610,crossing.csv,,,,,,,,,
Old Route 16,39.737844,-77.4897892,tertiary,394916,,crossing.csv,,,,,,,,,
Old Route 55,41.58797509,-73.66172416,residential,2007688,,crossing.csv,,,,,,,,,
Old Sharon No 2 Road,41.82469668,-73.38732262,residential,3352289,,crossing.csv,,,,,,,,,
Old State Road,45.8351457,-68.9603123,unclassified,2007932,ITS 85,crossing.csv,,,,,,,,,
Old State Road (Bear Hole Trail),40.4810371,-76.5317618,service,394916,,crossing.csv,,,,,,,,,
Old Stonehouse Road,40.21210666,-77.10880939,residential,394916,,crossing.csv,,,,,,,,,
Old Stormville Mountain Road,41.5434173,-73.7166707,residential,2007688,,crossing.csv,,,,,,,,,
Old Stormville Mountian Road,41.5441694,-73.7177483,residential,2007688,,crossing.csv,,,,,,,,,
Old West Point Road East,41.3523227,-73.9184515,unclassified,2007688,,crossing.csv,,,,,,,,,
Orange Turnpike,41.26989199,-74.181377,tertiary,2007688,CR 19,crossing.csv,,,,,,,,,
Orchard Hill Road,36.6304974,-81.7832261,residential,2007649,SR T1212,crossing.csv,,,,,,,,,
Otter Pond Road,45.23893989,-70.04634009,unclassified,2007932,,crossing.csv,,,,,,,,,
Outlook Avenue,42.57582723,-73.16431024,residential,2991960,,crossing.csv,,,,,,,,,
PA 183,40.52703414,-76.22340841,primary,394916,PA 183,crossing.csv,,,,,,,,,
PA 309,40.70739765,-75.80741378,primary,394916,PA 309,crossing.csv,,,,,,,,,
PA 611,40.98295855,-75.14051786,primary,394916,PA 611,crossing.csv,,,,,,,,,
PA 72,40.4799916,-76.5323859,secondary,394916,PA 72,crossing.csv,,,,,,,,,
PA 873,40.78111385,-75.60863994,secondary,394916,PA 873,crossing.csv,,,,,,,,,
Panther Falls Road,37.67631065,-79.33221923,unclassified,2007649,,crossing.csv,,,,,,,,,
Panther Gap,35.1303109,-83.5543562,,2007645,,gap.csv,,,,,,,,,
Park Avenue,35.89112323,-82.83084648,residential,2007647,,crossing.csv,,,,,,,,,
Park Avenue,42.4805853,-73.1752679,tertiary,2991960,,crossing.csv,,,,,,,,,
Park Tote Road,45.8855441,-69.0002286,unclassified,2007932,,crossing.csv,,,,,,,,,
Parkers Gap,37.5107052,-79.5224806,track,2007649,FS-812,crossing.csv,,,,,,,,,
Parkway Drive,37.48557209,-79.66852426,secondary,2007649,VA 43,crossing.csv,,,,,,,,,
Pass Mountain Hut Fire Road,38.6654619,-78.3196744,track,2007649,,crossing.csv,,,,,,,,,
Pass Mountain Hut Fire Road,38.6625612,-78.3226838,track,2007649,,crossing.csv,,,,,,,,,
Pass Mountain Hut Road,38.6654619,-78.3196744,track,2007649,,crossing.csv,,,,,,,,,
Pattison Road,42.68758369,-73.15989977,residential,2991960,,crossing.csv,,,,,,,,,
Pen Mar Road,39.7208679,-77.5069814,tertiary,394916,,crossing.csv,,,,,,,,,
Perkins Memorial Drive,41.31111358,-74.00670498,unclassified,2007688,,crossing.csv,,,,,,,,,
Perkins Memorial Drive,41.30856617,-74.01051168,unclassified,2007688,,crossing.csv,,,,,,,,,
Peters Mountain Road,40.411813,-76.930397,unclassified,,,crossing.csv,,,,,,,,,
Peters Mountain Turnpike,37.40516691,-80.68351305,unclassified,2007649,SR 683,crossing.csv,,,,,,,,,
Petites Gap Road,37.5593499,-79.4585566,unclassified,2007649,SR 781,crossing.csv,,,,,,,,,
Phelps Avenue,42.6941228,-73.1571167,residential,2991960,,crossing.csv,,,,,,,,,
Phelps Avenue,42.69638961,-73.15661704,residential,2991960,,crossing.csv,,,,,,,,,
Phelps Avenue,42.6998341,-73.1558578,residential,2991960,,crossing.csv,,,,,,,,,
Pine Grove Road,40.07163566,-77.20437523,tertiary,394916,,crossing.csv,,,,,,,,,
Pine Grove Road,40.0311877,-77.3118965,secondary,394916,PA 233,crossing.csv,,,,,,,,,
Pine Mountain Road,36.66989497,-81.48692403,service,2007649,FS 613,crossing.csv,,,,,,,,,
Piney Ridge Trail,38.74389952,-78.29759708,track,2007649,,crossing.csv,,,,,,,,,
Pipeline Track,39.76943776,-77.48192806,track,394916,,crossing.csv,,,,,,,,,
Pleasant Street,42.47574406,-73.16298287,residential,2991960,,crossing.csv,,,,,,,,,
Plum Street,40.39208493,-77.03072496,residential,394916,,crossing.csv,,,,,,,,,
Pocahontas Road,37.365219,-80.749809,residential,2007649,,crossing.csv,,,,,,,,,
Pocosin Road,38.41163142,-78.48819364,track,2007649,,crossing.csv,,,,,,,,,
Podunk Road,43.720952,-72.413305,residential,392991,,crossing.csv,,,,,,,,,
Podunk Road,43.71863059,-72.40000947,residential,392991,,crossing.csv,,,,,,,,,
Point Phillips Road,40.825548,-75.414302,residential,394916,,crossing.csv,,,,,,,,,
Pomfret Road,43.68023473,-72.52716892,tertiary,392991,,crossing.csv,,,,,,,,,
Power House Acres,44.40164819,-71.11317626,residential,2007646,,crossing.csv,,,,,,,,,
Price Ridge Road,37.1570273,-80.9612638,unclassified,2007649,SR 608,crossing.csv,,,,,,,,,
Prices Turnpike & Cumberland Gap Road,37.35417988,-80.3915041,primary,2007649,VA 42,crossing.csv,,,,,,,,,
Pugh Mountain Road,36.78673509,-81.47162837,residential,2007649,SR 601,crossing.csv,,,,,,,,,
Quarry Road,40.031439,-77.305307,service,394916,,crossing.csv,,,,,,,,,
Quarry Road,41.3004062,-74.57208117,residential,2007688,,crossing.csv,,,,,,,,,
Quechee West Hartford Road,43.710144,-72.422762,tertiary,392991,,crossing.csv,,,,,,,,,
Quechee West Hartford Road,43.7117703,-72.4192803,tertiary,392991,,crossing.csv,,,,,,,,,
Race Street,40.1469609,-77.1232974,residential,394916,,crossing.csv,,,,,,,,,
Rachel Street,40.3997113,-77.02242873,residential,394916,,crossing.csv,,,,,,,,,
Railroad Bed Road,40.03151555,-77.2902306,service,394916,,crossing.csv,,,,,,,,,
Railroad Road,44.9731804,-70.4062701,unclassified,2007932,,crossing.csv,,,,,,,,,
Railroad Street,42.5647498,-73.1543603,residential,2991960,,crossing.csv,,,,,,,,,
Railroad Street,42.5623872,-73.1567928,residential,2991960,,crossing.csv,,,,,,,,,
Ramapo-Dunderberg Trail,41.282142,-74.0876715,track,2007688,,crossing.csv,,,,,,,,,
Ramapo-Dunderberg/Appalachian Trail,41.2739913,-74.09499,track,2007688,AT,crossing.csv,,,,,,,,,
Range View Access Road,38.7479368,-78.29450259,track,2007649,,crossing.csv,,,,,,,,,
Rattlesnake Run Road,39.79729938,-77.47999298,unclassified,394916,,crossing.csv,,,,,,,,,
Rattlesnake Run Road,39.74828824,-77.48994245,unclassified,394916,,crossing.csv,,,,,,,,,
Raven Rock Road,39.66449808,-77.53591914,secondary,2007644,MD 491,crossing.csv,,,,,,,,,
Rebecca Street,40.39926859,-77.02302592,residential,394916,,crossing.csv,,,,,,,,,
